#group,false,false,true,true,false,false,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string
#default,_result,,,,,,,,,
,result,table,_start,_stop,_time,_value,Animal_name,_field,_measurement,airborne
,,549,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T12:43:59.075399009Z,0,herring,venomous,zoo-data,0
,,550,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T09:30:36.653824986Z,0,moth,backbone,zoo-data,1
,,551,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T14:15:07.429829389Z,1,squirrel,type,zoo-data,0
,,552,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T11:09:40.517336268Z,1,elephant,hair,zoo-data,0
,,553,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T14:19:52.73527793Z,1,honeybee,eggs,zoo-data,1
,,554,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T04:44:30.776004402Z,1,gull,tail,zoo-data,1
,,555,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T04:44:30.776004402Z,0,gull,fins,zoo-data,1
,,556,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T07:56:18.095762245Z,0,hamster,catsize,zoo-data,0
,,557,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T12:43:59.075399009Z,1,herring,tail,zoo-data,0
,,558,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T09:30:36.653824986Z,6,moth,legs,zoo-data,1
,,559,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T15:51:01.08970831Z,0,starfish,tail,zoo-data,0
,,560,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T12:45:34.177215189Z,1,flamingo,eggs,zoo-data,1
,,561,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T14:19:52.73527793Z,6,honeybee,legs,zoo-data,1
,,562,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T06:20:24.435883324Z,1,haddock,fins,zoo-data,0
,,563,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T04:44:30.776004402Z,2,gull,legs,zoo-data,1
,,564,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T09:32:11.755641166Z,0,hare,aquatic,zoo-data,0
,,565,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T14:19:52.73527793Z,1,honeybee,hair,zoo-data,1
,,566,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T11:06:30.313703907Z,0,newt,fins,zoo-data,0
,,567,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T15:51:01.08970831Z,0,starfish,domestic,zoo-data,0
,,568,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T14:21:27.837094111Z,0,flea,tail,zoo-data,0
,,569,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T14:19:52.73527793Z,6,honeybee,type,zoo-data,1
,,570,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T07:56:18.095762245Z,1,hamster,milk,zoo-data,0
,,571,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T04:44:30.776004402Z,0,gull,domestic,zoo-data,1
,,572,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T09:32:11.755641166Z,0,hare,predator,zoo-data,0
,,573,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T14:19:52.73527793Z,1,honeybee,breathes,zoo-data,1
,,574,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T11:06:30.313703907Z,1,newt,tail,zoo-data,0
,,575,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T19:02:48.409466153Z,0,swan,predator,zoo-data,1
,,576,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T14:21:27.837094111Z,0,flea,catsize,zoo-data,0
,,577,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T15:55:46.395156851Z,1,housefly,hair,zoo-data,1
,,578,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T07:56:18.095762245Z,4,hamster,legs,zoo-data,0
,,579,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T07:56:18.095762245Z,0,hamster,eggs,zoo-data,0
,,580,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T09:32:11.755641166Z,0,hare,catsize,zoo-data,0
,,581,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T14:19:52.73527793Z,1,honeybee,venomous,zoo-data,1
,,582,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T12:42:23.973582828Z,0,octopus,domestic,zoo-data,0
,,583,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T19:02:48.409466153Z,1,swan,tail,zoo-data,1
,,584,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T15:57:21.496973032Z,0,frog,venomous,zoo-data,0
,,584,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T17:33:15.156851953Z,1,frog,venomous,zoo-data,0
,,585,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T15:55:46.395156851Z,1,housefly,eggs,zoo-data,1
,,586,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T07:56:18.095762245Z,1,hamster,type,zoo-data,0
,,587,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T07:56:18.095762245Z,0,hamster,predator,zoo-data,0
,,588,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T11:08:05.415520088Z,0,hawk,milk,zoo-data,1
,,589,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T14:19:52.73527793Z,0,honeybee,catsize,zoo-data,1
,,590,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T14:18:17.63346175Z,1,opossum,backbone,zoo-data,0
,,591,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T22:14:35.729223995Z,0,toad,hair,zoo-data,0
,,592,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T15:57:21.496973032Z,0,frog,tail,zoo-data,0
,,592,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T17:33:15.156851953Z,0,frog,tail,zoo-data,0
,,593,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T15:55:46.395156851Z,1,housefly,breathes,zoo-data,1
,,594,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T11:08:05.415520088Z,1,hawk,predator,zoo-data,1
,,595,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T07:56:18.095762245Z,1,hamster,backbone,zoo-data,0
,,596,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T11:08:05.415520088Z,0,hawk,aquatic,zoo-data,1
,,597,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T15:55:46.395156851Z,0,housefly,feathers,zoo-data,1
,,598,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T15:54:11.293340671Z,0,oryx,predator,zoo-data,0
,,599,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T22:14:35.729223995Z,1,toad,eggs,zoo-data,0
,,600,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T19:09:08.816730875Z,1,fruitbat,hair,zoo-data,1
,,601,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T15:55:46.395156851Z,0,housefly,tail,zoo-data,1
,,602,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T12:43:59.075399009Z,0,herring,legs,zoo-data,0
,,603,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T11:08:05.415520088Z,1,hawk,backbone,zoo-data,1
,,604,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T12:43:59.075399009Z,4,herring,type,zoo-data,0
,,605,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T15:55:46.395156851Z,0,housefly,aquatic,zoo-data,1
,,606,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T17:30:04.953219592Z,2,ostrich,legs,zoo-data,0
,,607,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T22:14:35.729223995Z,0,toad,predator,zoo-data,0
,,608,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T19:09:08.816730875Z,0,fruitbat,aquatic,zoo-data,1
,,609,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T17:31:40.055035773Z,0,kiwi,aquatic,zoo-data,0
,,610,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T15:55:46.395156851Z,0,housefly,predator,zoo-data,1
,,611,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T12:43:59.075399009Z,0,herring,feathers,zoo-data,0
,,612,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T14:19:52.73527793Z,0,honeybee,backbone,zoo-data,1
,,613,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T15:55:46.395156851Z,0,housefly,domestic,zoo-data,1
,,614,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T19:05:58.613098514Z,0,parakeet,aquatic,zoo-data,1
,,615,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T22:14:35.729223995Z,0,toad,tail,zoo-data,0
,,616,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T19:09:08.816730875Z,0,fruitbat,domestic,zoo-data,1
,,617,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T17:31:40.055035773Z,0,kiwi,venomous,zoo-data,0
,,618,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T15:55:46.395156851Z,0,housefly,fins,zoo-data,1
,,619,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T12:43:59.075399009Z,0,herring,domestic,zoo-data,0
,,620,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T15:55:46.395156851Z,0,housefly,catsize,zoo-data,1
,,621,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T17:31:40.055035773Z,0,kiwi,toothed,zoo-data,0
,,622,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T22:17:45.932856356Z,0,pheasant,predator,zoo-data,1
,,623,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T22:14:35.729223995Z,5,toad,type,zoo-data,0
,,624,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T20:45:02.476609796Z,1,giraffe,hair,zoo-data,0
,,625,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T19:07:33.714914694Z,0,ladybird,feathers,zoo-data,1
,,626,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T17:31:40.055035773Z,0,kiwi,domestic,zoo-data,0
,,627,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T12:43:59.075399009Z,0,herring,catsize,zoo-data,0
,,628,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T17:31:40.055035773Z,0,kiwi,fins,zoo-data,0
,,629,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T17:31:40.055035773Z,1,kiwi,backbone,zoo-data,0
,,630,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T22:17:45.932856356Z,1,pheasant,tail,zoo-data,1
,,631,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T23:50:29.389102916Z,3,tortoise,type,zoo-data,0
,,632,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T20:45:02.476609796Z,0,giraffe,feathers,zoo-data,0
,,633,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T19:07:33.714914694Z,0,ladybird,aquatic,zoo-data,1
,,634,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T19:07:33.714914694Z,1,ladybird,predator,zoo-data,1
,,635,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T14:19:52.73527793Z,0,honeybee,feathers,zoo-data,1
,,636,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T17:31:40.055035773Z,2,kiwi,legs,zoo-data,0
,,637,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T17:31:40.055035773Z,2,kiwi,type,zoo-data,0
,,638,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T23:53:39.592735277Z,0,pike,milk,zoo-data,0
,,639,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T01:26:23.048981838Z,1,tuatara,backbone,zoo-data,0
,,640,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T20:45:02.476609796Z,0,giraffe,aquatic,zoo-data,0
,,641,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T19:07:33.714914694Z,6,ladybird,legs,zoo-data,1
,,642,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T19:07:33.714914694Z,0,ladybird,catsize,zoo-data,1
,,643,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T14:19:52.73527793Z,0,honeybee,aquatic,zoo-data,1
,,644,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T19:07:33.714914694Z,0,ladybird,hair,zoo-data,1
,,645,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T19:07:33.714914694Z,1,ladybird,eggs,zoo-data,1
,,646,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T23:53:39.592735277Z,0,pike,venomous,zoo-data,0
,,647,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T01:26:23.048981838Z,1,tuatara,breathes,zoo-data,0
,,648,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T20:45:02.476609796Z,1,giraffe,breathes,zoo-data,0
,,649,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T20:43:27.374793615Z,0,lark,predator,zoo-data,1
,,650,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T19:07:33.714914694Z,6,ladybird,type,zoo-data,1
,,651,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T15:55:46.395156851Z,0,housefly,milk,zoo-data,1
,,652,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T19:07:33.714914694Z,0,ladybird,milk,zoo-data,1
,,653,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T19:07:33.714914694Z,0,ladybird,backbone,zoo-data,1
,,654,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T23:53:39.592735277Z,0,pike,domestic,zoo-data,0
,,655,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T01:26:23.048981838Z,0,tuatara,venomous,zoo-data,0
,,656,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T20:45:02.476609796Z,0,giraffe,fins,zoo-data,0
,,657,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T22:19:21.034672537Z,4,leopard,legs,zoo-data,0
,,658,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T20:43:27.374793615Z,0,lark,aquatic,zoo-data,1
,,659,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T15:55:46.395156851Z,0,housefly,venomous,zoo-data,1
,,660,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T19:07:33.714914694Z,0,ladybird,toothed,zoo-data,1
,,661,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T19:07:33.714914694Z,0,ladybird,venomous,zoo-data,1
,,662,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T03:05:26.91249312Z,1,pitviper,eggs,zoo-data,0
,,663,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T03:02:16.708860759Z,1,tuna,toothed,zoo-data,0
,,664,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T20:45:02.476609796Z,4,giraffe,legs,zoo-data,0
,,665,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T23:55:14.694551458Z,4,lion,legs,zoo-data,0
,,666,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T20:43:27.374793615Z,0,lark,toothed,zoo-data,1
,,667,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T17:31:40.055035773Z,0,kiwi,hair,zoo-data,0
,,668,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T19:07:33.714914694Z,0,ladybird,fins,zoo-data,1
,,669,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T20:43:27.374793615Z,0,lark,catsize,zoo-data,1
,,670,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T04:41:20.572372041Z,1,platypus,aquatic,zoo-data,0
,,671,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T03:02:16.708860759Z,1,tuna,catsize,zoo-data,0
,,672,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T20:45:02.476609796Z,1,giraffe,type,zoo-data,0
,,673,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T23:55:14.694551458Z,1,lion,type,zoo-data,0
,,674,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T20:43:27.374793615Z,0,lark,fins,zoo-data,1
,,675,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T17:31:40.055035773Z,1,kiwi,tail,zoo-data,0
,,676,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T20:43:27.374793615Z,1,lark,eggs,zoo-data,1
,,677,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T22:19:21.034672537Z,0,leopard,eggs,zoo-data,0
,,678,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T04:41:20.572372041Z,4,platypus,legs,zoo-data,0
,,679,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T03:02:16.708860759Z,4,tuna,type,zoo-data,0
,,680,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T22:20:56.136488717Z,0,girl,fins,zoo-data,0
,,681,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T03:07:02.014309301Z,1,lynx,hair,zoo-data,0
,,682,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T20:43:27.374793615Z,2,lark,legs,zoo-data,1
,,683,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T17:31:40.055035773Z,0,kiwi,catsize,zoo-data,0
,,684,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T20:43:27.374793615Z,0,lark,milk,zoo-data,1
,,685,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T22:19:21.034672537Z,0,leopard,venomous,zoo-data,0
,,686,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T06:17:14.232250963Z,1,polecat,backbone,zoo-data,0
,,687,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T04:38:10.36873968Z,1,vampire,type,zoo-data,1
,,688,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T22:20:56.136488717Z,0,girl,tail,zoo-data,0
,,689,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T03:07:02.014309301Z,0,lynx,feathers,zoo-data,0
,,690,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T20:43:27.374793615Z,1,lark,tail,zoo-data,1
,,691,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T19:07:33.714914694Z,0,ladybird,tail,zoo-data,1
,,692,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T22:19:21.034672537Z,1,leopard,toothed,zoo-data,0
,,693,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T22:19:21.034672537Z,1,leopard,tail,zoo-data,0
,,694,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T09:29:01.552008805Z,1,porpoise,predator,zoo-data,0
,,695,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T06:14:04.028618602Z,0,vole,eggs,zoo-data,0
,,696,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T23:56:49.796367638Z,0,gnat,aquatic,zoo-data,1
,,697,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T03:07:02.014309301Z,0,lynx,venomous,zoo-data,0
,,698,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T22:19:21.034672537Z,0,leopard,feathers,zoo-data,0
,,699,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T20:43:27.374793615Z,0,lark,hair,zoo-data,1
,,700,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T22:19:21.034672537Z,1,leopard,breathes,zoo-data,0
,,701,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T22:19:21.034672537Z,1,leopard,type,zoo-data,0
,,702,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T09:29:01.552008805Z,0,porpoise,legs,zoo-data,0
,,703,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T06:14:04.028618602Z,0,vole,venomous,zoo-data,0
,,704,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T23:56:49.796367638Z,0,gnat,backbone,zoo-data,1
,,705,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T04:42:55.674188222Z,0,mink,feathers,zoo-data,0
,,706,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T22:19:21.034672537Z,0,leopard,aquatic,zoo-data,0
,,707,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T20:43:27.374793615Z,1,lark,feathers,zoo-data,1
,,708,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T22:19:21.034672537Z,0,leopard,domestic,zoo-data,0
,,709,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T23:55:14.694551458Z,1,lion,milk,zoo-data,0
,,710,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T11:04:55.211887727Z,0,puma,eggs,zoo-data,0
,,711,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T06:14:04.028618602Z,4,vole,legs,zoo-data,0
,,712,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T01:32:43.45624656Z,0,goat,venomous,zoo-data,0
,,713,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T04:42:55.674188222Z,1,mink,predator,zoo-data,0
,,714,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T01:31:08.354430379Z,1,lobster,aquatic,zoo-data,0
,,715,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T20:43:27.374793615Z,0,lark,venomous,zoo-data,1
,,716,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T23:55:14.694551458Z,0,lion,domestic,zoo-data,0
,,717,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T23:55:14.694551458Z,0,lion,venomous,zoo-data,0
,,718,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T12:40:48.871766648Z,4,pussycat,legs,zoo-data,0
,,719,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T06:14:04.028618602Z,1,vole,tail,zoo-data,0
,,720,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T01:32:43.45624656Z,4,goat,legs,zoo-data,0
,,721,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T04:42:55.674188222Z,0,mink,venomous,zoo-data,0
,,722,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T01:31:08.354430379Z,0,lobster,toothed,zoo-data,0
,,723,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T20:43:27.374793615Z,0,lark,domestic,zoo-data,1
,,724,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T01:31:08.354430379Z,0,lobster,hair,zoo-data,0
,,725,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T01:31:08.354430379Z,1,lobster,predator,zoo-data,0
,,726,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T12:40:48.871766648Z,1,pussycat,tail,zoo-data,0
,,727,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T07:49:57.688497523Z,0,vulture,hair,zoo-data,1
,,728,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T03:08:37.116125481Z,1,gorilla,toothed,zoo-data,0
,,729,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T04:42:55.674188222Z,0,mink,domestic,zoo-data,0
,,730,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T01:31:08.354430379Z,6,lobster,legs,zoo-data,0
,,731,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T22:19:21.034672537Z,1,leopard,hair,zoo-data,0
,,732,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T03:07:02.014309301Z,0,lynx,eggs,zoo-data,0
,,733,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T03:07:02.014309301Z,1,lynx,backbone,zoo-data,0
,,734,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T12:40:48.871766648Z,1,pussycat,type,zoo-data,0
